Company Name,Number of Medicines
OBTAIN HEALTH CARE,1
RAWLLEY HEALTHCARE PVT LTD,1
PLANET BIOTECH LIMITED,1
DINDAYAL INDUSTRIES LTD,1
MEDIKIND LIFESCIENCES,1
NEWWILL BIOTECH PRIVATE LIMITED,1
ACICHEM LABORATORIES,1
AABTAC LIFECARE PVT LTD,1
DEVENTURE PHARMA,1
CENTRAL PHARMACEUTICALS LTD (CPL),1
CHINAR HEALTHCARE PVT LTD,1
LIVE WELL HEALTHCARE,1
SEZJA PHARMACEUTICALS,1
PRAGATI BIOCARE PVT LTD,1
ACTO PHARMA PVT LTD,1
PFISCAR INDIA LTD.,1
HUBRIS PHARMACEUTICALS PRIVATE LIMITED,1
GREENCO CROSS REMEDIES,1
RANK ONE LIFE SCIENCES,1
VPI MEDISALES PRIVATE LIMITED,1
NOVELL PHARMA PVT LTD,1
EMERGE PHARMA PVT LTD,1
HINDUSTAN RESEARCH HEALTH PRODUCTS PVT LTD,1
KANDEWAL LABS LTD,1
ZN PHARMA,1
MENDEL PHARMA,1
DERMA MEDICINE POINT,1
SUPERLATIVE HEALTHCARE,1
BIOFINA PHARMACEUTICALS,1
PERCH LAB,1
SPAREN HEALTHCARE,1
TAN THERAPEUTICSS,1
STERICURE PHARMACEUTICALS PRIVATE LIMITED,1
DENOVO HEALTHCARE,1
MERCK SPECIALITIES PRIVATE LIMITED,1
MONTANA REMEDIES PVTLTD,1
ESKAY IODINE PVT LTD,1
HEALTHY LIFE SCIENCE PRIVATE LIMITED,1
PACITORA BIOTECH,1
ASPIRE PHARMA,1
ALDOC PHARMACEUTICALS,1
SENSITIVE HEALTHCARE,1
RADHIKA ENTERPRISES,1
NEURO LAB INDIA PRIVATE LIMITED,1
VALTINA PHARMACEUTICALS,1
UNICRON PHARMACEUTICALS,1
ZYNOVA LIFE,1
AXIS PHARMACEUTICALS,1
GURUCHEM LABORATORIES PVT LTD,1
CATHOLICON PHARMACEUTICALS PRIVATE LIMITED,1
BUONA,1
ZEXPRIM PHARMACALS,1
GALAXY PHARMA,1
JULPHAR GULF,1
WINNMED HEALTHCARE,1
WELLSA PHARMACEUTICALS PVT LTD,1
GOOD CARE PHARMA,1
ARROW 9 HEALTHCARE,1
CEROVENE HEALTHCARE PVT. LTD.,1
TAISHO PHARMACEUTICALS,1
DR SABHARWALS WOUND CARE,1
MEDIHEALTH LIFESCIENCES PRIVATE LIMITED,1
U-LABS,1
INDIEDRUG LABORATORIES PVT LTD,1
PACT PHARMACEUTICALS,1
ORGANIC NOVACARE,1
RENAISSANCE PHARMACEUTICALS PVT LTD,1
TRIUMPH BIOTECH LIFESPHERE (P) LTD,1
VALBIN REMEDIES,1
ORPEM LIFE SCIENCES,1
X-MED MEDISCIENCES,1
MVM AYURVEDIC,1
ALASKA BIOTECH PVT LTD,1
DELWIS HEALTHCARE,1
JAZZ PHARMACEUTICALS,1
NOVO HEALTHCARE AND PHARMA LTD,1
BROSON PHARMA OPC PVT LTD,1
PENTA PHARMA,1
SANBURY PHARMACEUTICALS PVT LTD,1
VITACURE,1
ACC ACCENTUS,1
PUL,1
EMERITA HEALTHCARE,1
ZUMANIX REMEDIES PVT LTD,1
BINEXO PHARMACEUTICALS,1
CURA PHARMACEUTICALS,1
SALVAVIDAS PHARMACEUTICAL,1
NUVIGEN PHARMACEUTICALS,1
M.SURGICAL,1
BINOVA HEALTH CARE PRIVATE LIMITED,1
XYMERA BIOSCIENCE PRIVATE LIMITED,1
ABYON PHARMA,1
PACIFIC MEDICAL & BIOLOGICAL SERVICES PVT LTD,1
EXMED HEALTHCARE,1
NOR,1
LEE CHEM BIOTECH PVT LTD,1
LIFEPURE LAB,1
PROFEX PHARMA,1
VISTA LIFE SCIENCES PVT. LTD.,1
GENESUN PHARMA PVT LTD,1
FINGERTIP,1
HASSNARS,1
ARBIT PHARMACEUTICAL,1
ELAN FORMULATION,1
CUROIND LAB,1
NADINE HEALTHCARE,1
DERMOCHEM TOPICALS,1
ALNITAK PHARMACEUTICALS,1
LECENT PHARMA,1
LIVIDUS,1
RADIANCE BIOMED,1
EMINENCE RESEARCH & LABORATORIES (P) LTD.,1
KRISHNA LIFE SCIENCE PVT LTD,1
ARHAM LIFE CARE,1
LIFEGRACE PHARMACEUTICALS PRIVATE LIMITED,1
REGAL HEALTHCARE LTD.,1
BICARDIA AND BICARDIA HEALTHCARE PVT LTD,1
DOUGLAS PHARMACEUTICALS PVT LTD,1
ORTICA PHARMA,1
SNEHA NATURA,1
CURIS REMEDIES,1
MEDITREAT,1
VENIX GLOBAL CARE PRIVATE LIMITED,1
ORIN PHARMA,1
ACUMED DEVICES DISTRIBUTION PVT LTD,1
SANFORD LIFE SCIENCES,1
NOVAKIND BIOSCIENCE PVT LTD,1
GENESCIENCE LIFECARE I PVT LTD,1
RESTECH PHARMA PVT LTD,1
FUTURA,1
MACRON PHARAMA,1
WYCH ELM LABORATORIES LTD,1
APOLLO HOSPITALS ENTERPRISES LIMITED,1
INDO GERMANS,1
SHIVANI HEALTHCARE,1
BEAKON PHARMACEUTICALS,1
SAR BIOTEC,1
INV-INVO MED,1
EDINBURGH PHARMACEUTICAL,1
MENTOR LIFECARE PVT LTD,1
BSVLMP PHARMACEUTICALS PVT LTD,1
NUTRILITE,1
ROBIN HEALTH CARE LTD,1
LIFE LINE HEALTH CARE,1
SEA LIFETIMES,1
BISANI PHARMACEUTICS,1
NUMARK PHARMA,1
ADORN PHARMACEUTICALS,1
EXON PHARMACEUTICALS,1
GAYZEL PHARMACEUTICALS PVT LTD,1
BABA CHEMIST,1
HOPE LIFE SCIENCES,1
EUGENE PHARMACEUTICALS,1
UNJHA FORMULATIONS,1
EURO PHARMACEUTICALS,1
BIONICREMEDIES,1
SPINEX HEALTHCARE,1
ALLCARE BIOTECH,1
OXUS LIFE SCIENCE,1
BIOCIA HEALTHCARE LTD,1
ALCOTT HEALTHCARE PVT LTD,1
NIVIAN PHARMA LLP,1
CHIRAYU PHARMACEUTICALS PVT LTD,1
TJORI,1
RAXIN HEALTHCARE,1
SCOOTS PHARMACEUTICAL PRIVATE LIMITED,1
RHYS HEALTHCARE PVT.LTD,1
S.B FORMULATIONS,1
MS GLOBUS REMEDIES LTD,1
AURANTIS LIFE SCIENCES,1
ICON MEDISCIENCES PRIVATE LIMITED,1
CENTURAIAN PHARMACEUTICALS,1
FOX & WOLF HEALTHCARE,1
MAZIN PHARMA,1
ENN BIOTECH,1
CIAGA PVT LTD,1
THISHO,1
ISDIN,1
DHARAMTARA LIFE SECIENC,1
GALAXY REMEDIES PVT LTD,1
EVIDENT HEALTHCARE,1
PURE WIN LABS PVT.LTD.,1
POONIA BROTHERS,1
FERRING PHARMACEUTICALS,1
WATER LILLY PHARMA,1
INDIA LIFE BIO SCIENCE,1
MEDICRAFT,1
INNOVITAL HEALTHCARE PRIVATE LIMITED,1
RENCORD LIFE SCIENCES PVT LTD,1
SUNDOWN NATURALS,1
ROSHAN SURGICALS,1
PIGEON INDIA PVT. LTD,1
BK MEDICALS,1
STANMED BIOTECH,1
UNIVERSAL SKIN IMPEZ PRIVATE LIMITED,1
SRI HARI HERBALA,1
SPEY MEDICALS PVT.LTD,1
ZEN MEDICA,1
LYNX PHARMA PVT LTD,1
MEDRIGHT BIOGENICS PVT LTD,1
ALLEXIN PHARMA,1
STARDAY PHARMA,1
RISHAM HEALTHCARE,1
CESTLAVIE LAB,1
MAQ,1
AISLIN FORMULATIONS PVT LTD,1
UNOCARE LLC,1
MARTIN&BROWN BIO-SCENCIES,1
RJRX HEALTHCARE,1
PRISTYN INNOVATION AND EXCELLENCE,1
SATAMAA NOVEL,1
THE MADRAS PHARMA,1
NEXGEN HEALTHCARE PVT LTD,1
ZAUBA CORP,1
WARNER ELECTRONICS (I) PVT. LTD.,1
MANO PHARMACEUTICALS PRIVATE LIMITED,1
GOOD HEALTH PRODUCTS LTD,1
INDLIFE,1
LIFT LIFE BIOTECH PVT LTD,1
MAXWAVE PHARMA,1
MACTIF PHARMA,1
SAYORA PHARMA,1
JAMJOOM PHARMA,1
TENOR PHARMA,1
UDC PHARMA PVT.LTD,1
SEVEN BIOSCIENCES,1
REENAUX LIFE SCIENCE,1
SENTIRE PHARMACEUTICAL INDIA PRIVATE LIMITED,1
CHETHANA REMEDIES INDIA PVT LTD,1
LINKEN MATRIX PRIVATE LIMITED,1
HERBA NEUVA IMPEX PVT LTD,1
BOYEGER BIOTECH PVT LTD,1
INNOMED LABORATORIES,1
SUJO PHARMA,1
GENT-X,1
DOLOPHARMA HEALTHCARE,1
ALLCURE LIFESCIENCES,1
PASEL PHARMACEUTICALS,1
DERMA PRIME,1
ZAZEN PHARMA PVT LTD,1
SAFETECH FORMULATIONS,1
DR.ROSHANLAL AGGARWAL & SONS PVT LTD,1
ALOR PHARMACEUTICALS,1
CANSAS LIFECARE,1
NATCO GENERIC,1
SEAGULL PHARMA,1
STELCRIT,1
ISHITA PHARMACEUTICALS PVT LTD.,1
INTEGRON PHARMA PVT LTD,1
MCCOY LABORATORIES,1
LYNAZ PHARMA PVT LTD,1
SANCTUS GLOBAL FORMULATIONS LTD,1
VISION REMEDIES,1
ROTTAPHARM,1
DEVI FORMULATIONS PVT . LTD.,1
ACTIVA LIFESCIENCES,1
PHARMAMED PVT LTD,1
GENERAL,1
MULTIPLE PHARMA INDIA PVT.LTD,1
NEBULAE PHARMACEUTICALS PVT.LTD,1
QURE BIOTEC,1
ROHS,1
ARRIER BIOTECH,1
G NINE FORMULATIONS PVT LTD,1
HINDUSTAN BIOTECH,1
DEVIS HEALTH CARE,1
PRINCE PHARMA,1
VEDA LIFE CARE PVT. LTD,1
NEOSUN BIOTECH INDIA PVT LTD,1
FENLEYROSH,1
APOHA PHARMACEUTICAL PVT LTD,1
I CARE MEDI,1
STAYFIT HEALTH & FITNESS WORLD PRIVATE LIMITED,1
ACEON PHARMA,1
ALWIN WILLCURE,1
PROGRESSIVE LAB,1
MAGIC POTIONS,1
KYLSANS DRUGS AND CHEMICALS,1
LG CHEM LTD,1
MUSCLE TECH,1
SYNERGY MEDICARE,1
BOSONE PHARMA VISION PVT LTD,1
PRISM LIFESCIENCE PVT LTD,1
SALUTIFER LTD,1
J.P.BIOTECH,1
VISTTA COSMETICS,1
RIANEL PHARMACEUTICALS,1
FUCOM LIFE SCIENCE PRIVATE LIMITED,1
ICARUS HEALTHCARE PVT LTD,1
STANFORD BIOTECH (P) LTD,1
HERBOMED REMEDIES,1
ELKINS PHARMA,1
KINJAL BIOTECH PVT LTD,1
ZING LIFECARE PVT LTD,1
SIROY LIFESCIENCES,1
MEGHA HEALTHCARE,1
BIOTICS RESEARCH CORPORATION,1
INFUTEC HEALTHCARE LTD,1
ZYNOVA LIFE SCIENCE PVT LTD,1
LAVEN PHARMA INDIA PVT LTD,1
DR PEARL PHARMACEUTICALS,1
CLARION ( INDIA ) HEALTH CARE,1
EXIMED INDIA,1
TAI GUK PHARM,1
NOVAZEN PHARMACEUTICALS,1
AEOLIAN BIOTECH,1
ASTABERRY BIOSCIENCE (I) PVT LTD,1
JVD PHARMA PVT LTD,1
RAVENMAC PHARMACEUTICALS PVT LTD,1
NABIQASIM INDUSTRIES PVT LTD,1
ONCOBIOTEK DRUGS PVT LTD,1
MOHAMMEDI,1
GENOMIX LIFE CARE,1
NOVOZAC PHARMA,1
AVENTIS PHARMA LIMITED,1
TRAUMEN LIFE SCIENCES PRIVATE LIMITED,1
CENTAUR LAB,1
OLDMED HEALTHCARE PVT LTD,1
HEMSTECH LABORATORIES,1
PICKLES QUALITY HEALTHCARE,1
BOSTON SCIENTIFIC,1
EPHESIAN LIFESCIENCES,1
EVESTIN HEALTHCARE,1
NEW AMYS PHARMA,1
GLECTOR GLOBAL ENTERPRISES PVT LTD,1
ANOGEN PHARMA PVT LTD,1
ALICIA HEALTHCARE,1
MEDITEK LIFESCIENCES PVT LTD,1
BIOGENOMICS LIMITED,1
HUMAN STAR PHARMACEUTICALS PRIVATE LIMITED,1
SRS THERAPEUTICS PVT LTD,1
HI BRAND PHARMAULATION,1
AWESOME PHARMACEUTICAL,1
JAVELIN PHARMACEUTICALS,1
DIMPU,1
HEALTH VIVA,1
SIGNIT LABORATORIES PVT LTD,1
SHARDA LIFE SCIENCES,1
HOPKINS HEALTH CARE,1
BUTSON BIOSCIENCES PVT LTD,1
TRINE PHARMACEUTICALS,1
PRISMA HEALTHCARE,1
AIMMAX PHARMA,1
MEDISERCH PHARMACEUTICAL,1
RUNA PHARMACEUTICALS PRIVATE LIMITED,1
MEPACO PHARMA,1
KAYDEE BIOTECH PVT LTD,1
PARKIN LABORATORIES,1
MERVEILLEUX INDIA ENTERPRISES,1
MUNCHKIN,1
BIG DREAM PHARMA,1
NOVOPHARM FORMULATION PVT LTD,1
HEZEN,1
GALTON PHARMACEUTICALS PRIVATE LIMITED,1
SASWAT PHARMA,1
VED LIFESAVERS,1
LIFEVISION HEALTHCARE,1
COGNIWELL PHARMA,1
MANSIRA PHARMA,1
ROLISSEL,1
NEO LIFESCIENCES,1
CANDID PHARMA PVT LTD,1
NANOPHYTO PHARMACY PVT.LTD,1
INFINITECARE PHARMACEUTICALS,1
RUBRA,1
RR PHARMACIA,1
ATARAXIS DRUGS,1
VALENCE PHARMA,1
AESMIRA (MIRACULUS),1
RADIPLEX,1
ANLEY HEALTH CARE,1
BIHANS PHARMACEUTICALS PVT LTD,1
H & B WELLNESS,1
MEHAR REMEDIES,1
COLOURS LIFE SCIENCES,1
KANSAL INDUSTRIES,1
ASTRANOVA BIOTECH,1
TESTED & TRUSTED PHARMA PVT.LTD,1
BIOVALIANT LABORATORIE,1
MARS INDIA,1
ROSE HEALTHCARE PVT LTD,1
UNIPRED MAKE WELL PHARMA,1
STENZER HEALTHCARE,1
AMBER LABS,1
AMAZON DRUGS PVT LTD,1
APRICOT PHARMACEUTICAL,1
GALAXYLINE BIOCARE PVT,1
HEALTH BIOLOGICS,1
RAJ CLASSIC FOODS LTD,1
LG LIFESCIENCES INDIA PVT LTD,1
UNIJULES LIFE SCEINCES LTD,1
ZEDLEY HEALTHCARE,1
UNIKON,1
GRACE PHARMA,1
HEALTH VIT,1
GLOBAL MEDICARE PHARMA,1
SUNRISE PHARMA,1
VADSP PHARMACEUTICALS,1
DAZZLE PHARMACEUTICALS,1
SWARAJYA PHARMA,1
DERMOGRACE PHARMA,1
DR ALSON LABORATORIES PRIVATE LIMITED,1
ENRICO LIFE SCIENCE,1
ADISON LABORATORIES,1
EGYPTIAN INT. PHARMACEUTICAL INDUSTRIES.CO,1
DWEPS PHARMA,1
INFINITY PHARMACEUTICAL,1
INDOGLOBE VENTURES PRIVATE LIMITED,1
SAFARY PHARMACY,1
REVIGRO PHARMACEUTICAL PVT LTD,1
GLUTACAPS,1
MACRON BIOTECH PVT LTD,1
NUTRAMARCK LIFESCIENCES PRIVATE LIMITED,1
ZONA BARAT PHARMACEUTICAL,1
INCEPTA PHARMACEUTICALS LIMITED,1
ZESTWIN LIFE SCIENCES,1
TAURLIB PHARMACEUTICALS LLP,1
GENEGEN HEALTHCARE,1
INVIG HEALTHACRE,1
AYURVEDIC,1
IMMITEC CYPRUS,1
INMITO MEDITECH PVT LTD,1
AEON BIOLOGICALS PRIVATE LIMITED,1
VAGMINE HEALTHCARE PVT LTD,1
LEMBOS PHARMACEUTICALS LLP,1
PRIYANKA PHARMA,1
NORCHEM HEALTHCARE PRIVATE LIMITED,1
HEALTHSURE BIOTECH,1
DOCTORS CHOICE HEALTH CARE INDIA PVT LTD,1
EQUVILA HEALTHCARE PRIVATE LIMITED,1
WILSHIRE HEALTHCARE,1
UNIQUE BIOTECH LTD,1
JARROW FORMULAS,1
RANDOM HEALTHCARE,1
GDS PHARMATECH,1
KEVA INDUSTRIES,1
ADARZA FUTURE HEALTHCARE,1
SYNCOM HEALTHCARE LTD,1
MEDULA LIFESCIENCES,1
SAFECARE,1
PIDEK PHARMACEUTICALS,1
DERMACURE PHARMACEUTICALS PVT LTD,1
OCTAGLO LABORATORIES PVT LTD,1
WELEX LABORATORIES PVT LTD,1
SALIN PHARMACEUTICAL,1
NIKSUN PHARMACEUTICALS PRIVATE LIMITED,1
AGUSTO FORMULATION PVT LTD,1
ADANA HEALTHCARE PRIVATE LIMITED,1
MACR PHARMA,1
UNJHA,1
YAP BIOCEUTICALS,1
YOSURA HERBALS PVT LTD,1
WRENITT LIFESCIENCES PRIVATE LIMITED,1
SATYAM REMEDIES,1
AXAR PHARMA,1
VITAE,1
MEDFORCE PHARMA PVT.LTD,1
OPES PHARMACEUTICALS,1
BLUE EYE PHARMA,1
AMIWELL LIFESCIENCE,1
DR. BISWAS,1
ELCON DRUGS & FORMULATION LTD,1
INNOVITA PHARMACEUTICALS,1
NUALTER REMEDIES,1
AVANCER LABS PVT LTD,1
LAVINA PHARMACEUTICAL PRIVATE LIMITED,1
AVENUE IMPEX,1
VAISHNAV REMEDIES,1
AVAINCE,1
ASR FOREEVER,1
SHINY PHARMACEUTICALS PVT LTD,1
EASYGO INDIA,1
CMR LIFE SCIENCES,1
DR MANIS PHARMACEUTICALS,1
NUTRAVEL HEALTHCARE,1
NUTRICORP HEALTH CARE,1
TANIK HEALTHCARE,1
AVEON HEALTHCARE & PHARMA PVT LTD,1
BERESFORD PHARMA,1
LOGIN PHARMA PUB PVT LTD.,1
M S R LIFE SCIENCES,1
ALGERISH PHARMA,1
VERNAL LIFE SCIENCES,1
JENOME BIOPHAR PVT LTD.,1
REMED HEALTH CARE PVT LTD,1
VEER GROUP AND COMPNY,1
SOLWIN LIFE SCIENCES,1
ORIGINIA PHARMACEUTICALS,1
FIDUS HEALTHCARE LLP,1
STAR BIOMED PVT LTD,1
ORNATE PHARMA,1
BIO MED PRIVATE LIMITED,1
NEXURE LIFESCIENCES PVT LTD,1
BIO SARS PHARMA LTD,1
RATHI LABORATORIES,1
BYENNET PHARMACEUTICAL PVT LTD,1
SURE FOR CURE FORMULATIONS PVT LTD,1
SAMTECH REMEDIES,1
LAPO PHARMA,1
BHARATH BIOLOGICALS,1
NIPA PHARMACEUTICALS PRIVATE LIMITED,1
CHEMECH LABORATORIES PVT. LTD,1
WINKEM HEALTHCARE PVT LTD,1
SANKO BIOTECH,1
AZARIS PHARMA,1
JSV HEALTHCARE,1
LAZARUS HEALTHCARE,1
OJAD MSD LIFESCIENCES INC,1
ETHICS LIFECARE,1
MED CALIFORNIA SCIENTIFIC,1
EVERYOUTH,1
DOCTORS LIFE SCIENCES INDIA LIMITED,1
SHRI RAM ENTERPRISES,1
URIHK PHARMACEUTICAL PRIVATE LIMITED,1
AKTIMAS,1
MAYA SA,1
HELLO,1
HILTON HEALTHCARE,1
PEENAK PHARMA,1
EASY FIT,1
BODERM,1
HIDAA LIFESCIENCE,1
SAG LIFE SCIENCE,1
BENCHMARK AYURVEDA,1
NANOWIN LIFESCIENCES PVT LTD,1
MCLEAN LABORATORIES,1
KBS,1
MEDIFAITH BIOTECH,1
MEDIWIN LABORATORIES,1
ADEPT BIOCARE,1
MEDPHAR HEALTHCARE,1
MEDIL HEALTHCARE,1
MEDI PHARMA,1
PROQOL HEALTHCARE,1
SCORTIS PHARMA,1
LIPUR PHARMA,1
HBC DERMIZA HEALTHCARE PVT LTD,1
KONARK BIOCHEM,1
PRIYA LIFE SCIENCE,1
H L HEALTHCARE PVT LTD,1
DNV OVERSEAS IMPEX PVT LTD,1
OKEDIA LIFESCIENCES,1
TRUE CARE,1
ONUS LIFESCIENCES,1
HAMSWELL LIFECARE,1
MONERIZ PHARMA,1
IUVENIS HEALTHCARE PVT LTD,1
EMN DRUGS,1
SWARION LIFE SCIENCES,1
ZUMENTES HEALTHCARE,1
HALLMARK FORMULATIONS,1
CFPL HEALTHCARE,1
AAA PHARMA TRADE PVT LTD,1
VJOVIS HEALTH CARE PVT LTD,1
LEGEND ADVANCED BIOMEDICINALS,1
PEELIFE,1
POLARIS HEALTHCARE,1
FOVEA,1
JAIKARAN HERBALS,1
RISHISUN,1
RANMARCS PHARMA PVT.LTD,1
MUNDI PHARMA,1
XPLORA LIFE SCIENCES,1
SUPRACYN PHARMA,1
TRAYON HEALTH CARE,1
MEDSIGN BIOTECH PRIVATE LIMITED,1
LA VIE PHARMACEUTICALS,1
BONUM MEDELAE PVT LTD,1
KARONA AEROSOL LLP,1
DNC PHARMACEUTICALS,1
THEA TEX HEALTHCARE INDIA PRIVATE LIMITED/IMPLUX HEALTHCARE/MAGNUM HEALTH AND SAFETY,1
SARVODAYA OPTHALMICS,1
CREWMED HEALTHCARE,1
S.S.PHARMACEUTICALS,1
SHRINIVAS LAB,1
INNOVCE PHARMA,1
HARVEY INDIA PHARMACEUTICAL DIVISION,1
FINESSE PHARMACEUTICALS,1
ASCENT LIFE SCIENCES,1
UNI VISION HEALTHCARE,1
AXIS FORMULATION,1
GRAKARG HEALTHCARE PVT LTD.,1
MEDIPRIO PHARMACEUTICALS PVT. LTD.,1
H CARE CORP,1
CMG PHARMACEUTICALS,1
SUNRAYS HEALTH CARE PVT.LTD,1
NOVAZING PHARMA PRIVATE LIMITED,1
TRICEPT LIFE SCIENCES,1
DODEL LABORATORIES,1
AWAKESOUL PHARMACEUTICAL PVT LTD,1
YASH NUTRACEUTICALS,1
NUTRIX HEALTH CARE PVT LTD,1
CAREGROUP SIGHT SOLUTION LLP,1
BIOCUTIS LIFE SCIENCES,1
KUSHAL AYURVEDIC PHARMACY,1
MASCOT BIOTECH PVT. LTD,1
VOWCARE PRODUCTS,1
NOSTALGIA MEDICARE,1
DON VALLEY PHARMACEUTICALS,1
ADAMANT BIOLIFE PVT LTD,1
HEALTHTRONIK PHARMACEUTICALS,1
KANTER BIOTECH,1
WOHLTAT LIFE SCIENCES,1
WHITESTORE H.C,1
NNOKON LABORATORIES,1
BRANOLIA CHEMICALS PVT LTD,1
VALDUS PHARMACEUTICALS,1
SALTA BIOTECH AND NEUTRACEUTICALS,1
SYNWELL INDIA PHARMA PVT LTD,1
G NINE BIOCEUTICALS PVT LTD,1
FOCUS PHARMA PVT LTD,1
AADYA LIFE SCIENCES,1
MATISH HEALTH CARE,1
FOURTRAX,1
ADMAC PHARMA LTD.,1
IOSIS REMEDIES,1
LYSSA HEALTHCARE PRIVATE LIMITED,1
SKY MEDIPHARMA,1
MRHM HINDUSTAN MEDICARE,1
MMATRICS PHARMACUETICALS,1
PISCES LABORATORIES PRIVATE LIMITED,1
ACME LABORATORIES PVT LTD,1
CONCORD DRUG LTD,1
FLOWERS PHARMACEUTICAL,1
MICRO NUTRITIONS,1
DALVKOT UTILITY ENTERPRISES PVT LTD,1
MANCODE,1
RENACE PHARMACEUTICAL,1
AVENSIS EXIM PVT LTD,1
SALVO HEALTHCARE,1
AGR PHARMA INDIA PVT LTD,1
EGYPHAR,1
SAGE FORMULATIONS,1
MAXCARE PHARMACEUTICAL PVT LTD,1
STAREX PHARMACEUTICALS,1
HAUZ PHARMA PVT LIMITED,1
SWAYAM HEALTH CARE PVT LTD,1
HINDUSTAN NUTRACEUTICALS INC,1
SYMBIOTIC PHARMA,1
CALITATE PHARMA,1
AIDEROS PHARMA,1
LAXIN HEALTHCARE,1
WINGS HEALTHCARE PVT LTD,1
SCALA PHARMACEUTICALS,1
SYMPHONY HEALTH CARE,1
TALENT LABS,1
VALIANT REMEDIES PRIVATE LIMITED,1
OCEAN LIFECARE PRIVATE LIMITED,1
CUZCO PHARMA PVT LTD,1
KALEON LABORATORIES,1
NEX PHARMA PVT LTD,1
HINDUS PHARMA PVT LTD,1
REEHEL PHARMACEUTICALS,1
NASTECH PHARMA,1
SAPPHIRE PHARMACEUTICALS PVT.LTD,1
PARTNERS CANADA,1
RALLIS PHARMACEUTICALS,1
RUSHABH MEDICINES,1
MUNDIPHARMA (BD) PVT. LTD.,1
CE-CHEM PHARMACEUTICALS PVT LTD.,1
NEXUM PHARMACEUTICALS,1
SARABHAI CHEMICALS PVT.LTD,1
DIVUS LABORATORIES LTD,1
ZEAL LAB,1
SAFEGUARD LIFESCIENCES PVT.LTD.,1
TRIVIGYA BIOSCIENCE,1
BACFO PHARMACEUTICAL PVT LTD,1
TEBLIK DRUGS,1
ZAIVA LIFESCIENCES PRIVATE LIMITED,1
COASTAL BIOMEDICS,1
ACCURA PHARMAQUIP PVT LTD,1
YUG PHARMACEUTICALS,1
MONEX HEALTH CARE,1
NEURO VISION,1
OSHO LABORATORIES (P) LTD.,1
ZED PHARMA LTD,1
DEVANSHI HERBS AND HEALTH,1
BIOVENCER HEALTH CARE PVT LTD,1
PENLON PHARMA,1
VYOM LIFECARE PVT LTD,1
VENUS AYURVEDA,1
SPIKA LIFE SCIENCE,1
VITTS PHARMA PVT.LTD,1
AURUM LABS PVT LTD,1
NSV LIFECARE PVT LTD,1
PALBIK PHARMA,1
ADVENT ORGANICS PVT LTD,1
GETWELL LIFE SCIENCE PVT LTD,1
MAIYUN,1
ADRIFT PHARMACEUTICLS,1
SCHIFF,1
FRONTLINE REMEDIES,1
REX MEDICARE PVT LTD,1
BIDDLEY-SAWYER LTD,1
MEDIAID HEALTH CARE PRIVATE LIMITED,1
PEKANA HOMEOPATHIC,1
HERAND,1
GLOW VISION PHARMACEUTICALS,1
VENTURIAN HEALTHCARE,1
AUSTIN LIFE SCIENCES,1
GILEAD SCIENCES,1
ROWA PHARMA,1
MEPRODERMA CARE,1
SIGMA DRUGS INDIA PVT LTD,1
SEMPER FIDELIS HEALTH CARE PVT LTD,1
SOLITAIRE BIOTECH PVT.LTD,1
ARIKA HEALTH CARE,1
LINNIUM PHARMA PRIVATE LIMITED,1
ADORE HEALTH CARE,1
CONTEC MEDICAL SYSTEMS CO LTD,1
ZENITH DRUGS PRIVATE LIMITED,1
SAISAN HEALTHCARE,1
RAPHAEL PHARMACEUTICALS PVT LTD,1
AMBIKA PHARMACEUTICAL AGENCY,1
BIOCUTE LIFECARE,1
MK HEALTHCARE,1
ANDOSA,1
GALAXY NUTRITION,1
BRIXY PHARMACEUTICALS PVT LTD,1
AMRONA MEDICAL PVT LTD,1
PHARMAKON LIFE SCIENCES,1
OZOMAX,1
RAJESH MEDICAL AND COMPANY,1
AK NOVA LIFESCIENCES PVT LTD,1
SWEAT NO MORE,1
BRAUN INTERNATIONAL CO LTD,1
NUBERG PHARMACEUTICALS PRIVATE LIMITED,1
DAEIOU PHARMACEUTICAL PVT LTD,1
HERB EDGE HEALTHCARE PVT LTD,1
KAVI,1
AMBIKA MEDICAL STORES,1
CARDIA LIFECARE PVT LTD,1
ALZEON HEALTHCARE,1
XEENA MEDI SCIENCES,1
BIOTEL LAB PVT LTD,1
PINNACLE PHARMACEUTICALS,1
ZENS HEALTHCARE PVT. LTD.,1
SEGOS BIOCARE,1
BADARIYA PHARMA,1
DIASOZO PHARMA,1
LAXMI AGENCIES,1
GIRGLA PHARMA,1
LEZIVIA LIFE SCIENCES,1
USHA PHARMACEUTICALS,1
ERA-ERA PHARMA,1
ASPADA ENTERPRISES PVT LTD,1
INSHAAN HEALTHCARE PVT LTD,1
LIFE LINE REMEDIES.LTD,1
HIMSAGAR LABORATORIES LTD,1
HARDIC HEALTHCARE,1
ABRON BIOTECH,1
BOUNTIFUL LIFESCIENCES PRIVATE LIMITED,1
NAMCARE BIOTECH,1
CAMBIST BIOTECH PVT LTD,1
SPITZE PHARMA,1
SUNGURUS PHARMA,1
ALLAY PH,1
HINDU LINES,1
ROVERTIS PHARMACEUTICALS PVT LTD,1
BAMPS HEALTH CARE,1
AFFLATUS PHARMACEUTICAL PVT LTD,1
DIGMEDI PVT LTD,1
AANAND PRODUCTS,1
ECSTATICS PHARMACEUTICAL PVT LTD,1
JAGDALE INDUSTRIES PVT LTD,1
RATAN LIFESCIENCES,1
